"NIH Spending Categorization","Project Terms","Project Title","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","Characteristics of Effective Job Health and Safety Committees","NIOSH","7679399","6/17/2009 12:00:00 AM","PAR-06-552","5R21OH009092-02","5","R21","OH","009092","02"," ","SANDERSON, LEE M","9/1/2008 12:00:00 AM","8/31/2011 12:00:00 AM","SOH"," ","3085953","MORSE, TIMOTHY F.","Not Applicable","05","PUBLIC HEALTH & PREV MEDICINE","022254226","US","41.733439","-72.797053","1506603","UNIVERSITY OF CONNECTICUT SCH OF MED/DNT","FARMINGTON","CT","SCHOOLS OF MEDICINE","060305335","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2009","185000"," ","NIOSH"," "," "," ","185000",
"No NIH Category available"," ","Green Cleaning: Exposure Characterization and Adoption Process Among Custodians","NIOSH","7934601","7/12/2010 12:00:00 AM","RFA-ES-09-001","5R21OH009831-02","5","R21","OH","009831","02"," ","KUMAR, LATA","9/1/2009 12:00:00 AM","8/31/2013 12:00:00 AM","ZES1-SET-V(01)"," ","3085953","MORSE, TIMOTHY F.","Not Applicable","05","INTERNAL MEDICINE/MEDICINE","022254226","US","41.733439","-72.797053","1506603","UNIVERSITY OF CONNECTICUT SCH OF MED/DNT","FARMINGTON","CT","SCHOOLS OF MEDICINE","060305335","UNITED STATES","N","9/1/2010 12:00:00 AM","8/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","334180"," ","NIOSH"," "," "," ","334180",
"No NIH Category available"," ","Characteristics of Effective Job Health and Safety Committees","NIOSH","7466242","8/21/2008 12:00:00 AM","PAR-06-552","1R21OH009092-01A1","1","R21","OH","009092","01","A","KUCHINSKI, BERNADINE","9/1/2008 12:00:00 AM","8/31/2010 12:00:00 AM","SOH"," ","3085953","MORSE, TIMOTHY F.","Not Applicable","05","PUBLIC HEALTH & PREV MEDICINE","022254226","US","41.733439","-72.797053","1506603","UNIVERSITY OF CONNECTICUT SCH OF MED/DNT","FARMINGTON","CT","SCHOOLS OF MEDICINE","060305335","UNITED STATES","N","9/1/2008 12:00:00 AM","8/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","221105"," ","NIOSH"," "," "," ","221105",
"No NIH Category available"," ","2008 NIFS Conference: Sowing the Wind with Safety and Health","NIOSH","7541165","8/6/2008 12:00:00 AM","PAR-06-014","1R13OH009347-01A1","1","R13","OH","009347","01","A","BOARD, SUSAN","4/1/2008 12:00:00 AM","9/30/2008 12:00:00 AM","SOH"," ","2074485","MURPHY, DENNIS J","Not Applicable","12","ENGINEERING (ALL TYPES)","003403953","US","40.809096","-77.864287","1524202","PENNSYLVANIA STATE UNIVERSITY-UNIV PARK","UNIVERSITY PARK","PA","EARTH SCIENCES/RESOURCES","168021503","UNITED STATES","N","4/1/2008 12:00:00 AM","9/30/2008 12:00:00 AM","262","Other Research-Related","2008","23691"," ","NIOSH"," "," "," ","23691",
"No NIH Category available"," ","Preventing Blood and Body Fluid Exposures during Surgical Procedures.","NIOSH","8609113","4/3/2013 12:00:00 AM","PAR-08-070","7K01OH009657-04","7","K01","OH","009657","04"," ","FREDERICK, LINDA J","9/1/2009 12:00:00 AM","8/31/2014 12:00:00 AM","SOH"," ","9206102","MYERS, DOUGLAS J","Not Applicable","01","Unavailable","191510239","US","39.637631","-79.946405","9163701","WEST VIRGINIA UNIVERSITY","MORGANTOWN","WV","Domestic Higher Education","265066845","UNITED STATES","N","4/1/2013 12:00:00 AM","8/31/2014 12:00:00 AM","262","Other Research-Related","2011","35512"," ","NIOSH"," "," "," ","35512",
"No NIH Category available"," ","Preventing Blood and Body Fluid Exposures during Surgical Procedures.","NIOSH","7707420","8/12/2009 12:00:00 AM","PAR-08-070","1K01OH009657-01","1","K01","OH","009657","01"," ","KUMAR, LATA","9/1/2009 12:00:00 AM","8/31/2012 12:00:00 AM","SOH"," ","9206102","MYERS, DOUGLAS J","Not Applicable","01","FAMILY MEDICINE","044387793","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2010 12:00:00 AM","262","Other Research-Related","2009","103905"," ","NIOSH"," "," "," ","103905",
"No NIH Category available"," ","Preventing Blood and Body Fluid Exposures during Surgical Procedures.","NIOSH","7916470","6/7/2010 12:00:00 AM","PAR-08-070","5K01OH009657-02","5","K01","OH","009657","02"," ","KUMAR, LATA","9/1/2009 12:00:00 AM","8/31/2012 12:00:00 AM","SOH"," ","9206102","MYERS, DOUGLAS J","Not Applicable","01","FAMILY MEDICINE","044387793","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","9/1/2010 12:00:00 AM","8/31/2011 12:00:00 AM","262","Other Research-Related","2010","107989"," ","NIOSH"," "," "," ","107989",
"No NIH Category available"," ","Preventing Blood and Body Fluid Exposures during Surgical Procedures.","NIOSH","8088179","6/28/2011 12:00:00 AM","PAR-08-070","5K01OH009657-03","5","K01","OH","009657","03"," ","SANDERSON, LEE M","9/1/2009 12:00:00 AM","3/31/2013 12:00:00 AM","SOH"," ","9206102","MYERS, DOUGLAS J","Not Applicable","01","FAMILY MEDICINE","044387793","US","36.006824","-78.924579","2221101","DUKE UNIVERSITY","DURHAM","NC","SCHOOLS OF MEDICINE","277054673","UNITED STATES","N","9/1/2011 12:00:00 AM","3/31/2013 12:00:00 AM","262","Other Research-Related","2011","46208"," ","NIOSH"," "," "," ","46208",
"No NIH Category available"," ","Testing Novel Interventions to Protect Workers from Airborne Infections","NIOSH","8296920","8/3/2012 12:00:00 AM","PAR-10-188","2R01OH009050-06A1","2","R01","OH","009050","06","A","FREDERICK, LINDA J","8/1/2006 12:00:00 AM","7/31/2016 12:00:00 AM","SOH"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2012 12:00:00 AM","7/31/2013 12:00:00 AM","262","Non-SBIR/STTR","2012","580894"," ","NIOSH","438199","146465"," ","580894",
"No NIH Category available"," ","Testing Interventions to Human-Generated Occupational Airborne Infections","NIOSH","7472395","8/14/2008 12:00:00 AM","RFA-OH-06-002","5R01OH009050-03","5","R01","OH","009050","03"," ","KARR, JOAN","8/1/2006 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-BBK(56)R"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2008 12:00:00 AM","7/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","263700"," ","NIOSH"," "," "," ","263700",
"No NIH Category available"," ","Testing Novel Interventions to Protect Workers from Airborne Infections","NIOSH","8880005","5/28/2015 12:00:00 AM","PAR-10-188","5R01OH009050-09","5","R01","OH","009050","09"," ","LIOCE, MARIA","8/1/2006 12:00:00 AM","7/31/2017 12:00:00 AM","SOH"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2015 12:00:00 AM","7/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2015","498859"," ","NIOSH","428315","70544"," ","498859",
"No NIH Category available"," ","Testing Novel Interventions to Protect Workers from Airborne Infections","NIOSH","8523047","7/24/2013 12:00:00 AM","PAR-10-188","5R01OH009050-07","5","R01","OH","009050","07"," ","LIOCE, MARIA","8/1/2006 12:00:00 AM","7/31/2016 12:00:00 AM","SOH"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2013 12:00:00 AM","7/31/2014 12:00:00 AM","262","Non-SBIR/STTR","2013","14988"," ","NIOSH","14988","0"," ","14988",
"No NIH Category available"," ","Testing Novel Interventions to Protect Workers from Airborne Infections","NIOSH","8706702","6/25/2014 12:00:00 AM","PAR-10-188","5R01OH009050-08","5","R01","OH","009050","08"," ","LIOCE, MARIA","8/1/2006 12:00:00 AM","7/31/2016 12:00:00 AM","SOH"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2014 12:00:00 AM","7/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","483308"," ","NIOSH","397320","85988"," ","483308",
"No NIH Category available"," ","Testing Interventions to Human-Generated Occupational Airborne Infections","NIOSH","7281188","7/16/2007 12:00:00 AM","RFA-OH-06-002","5R01OH009050-02","5","R01","OH","009050","02"," ","KARR, JOAN","8/1/2006 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-BBK(56)R"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2007 12:00:00 AM","7/31/2008 12:00:00 AM","262","Non-SBIR/STTR","2007","263700"," ","NIOSH"," "," "," ","263700",
"No NIH Category available"," ","Testing Interventions to Human-Generated Occupational Airborne Infections","NIOSH","7676714","7/16/2009 12:00:00 AM","RFA-OH-06-002","5R01OH009050-04","5","R01","OH","009050","04"," ","KARR, JOAN","8/1/2006 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-BBK(56)R"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2010 12:00:00 AM","262","Non-SBIR/STTR","2009","263700"," ","NIOSH"," "," "," ","263700",
"No NIH Category available"," ","Testing Interventions to Human-Generated Occupational Airborne Infections","NIOSH","8129890","9/2/2010 12:00:00 AM","RFA-OH-06-002","3R01OH009050-05S1","3","R01","OH","009050","05","S","KARR, JOAN","8/1/2006 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-BBK(56)R"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2010 12:00:00 AM","7/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","60562"," ","NIOSH"," "," "," ","60562",
"No NIH Category available"," ","Testing Interventions to Human-Generated Occupational Airborne Infections","NIOSH","7897693","7/7/2010 12:00:00 AM","RFA-OH-06-002","5R01OH009050-05","5","R01","OH","009050","05"," ","KARR, JOAN","8/1/2006 12:00:00 AM","12/31/2011 12:00:00 AM","ZOH1-BBK(56)R"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2010 12:00:00 AM","12/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","263700"," ","NIOSH"," "," "," ","263700",
"No NIH Category available"," ","Testing Novel Interventions to Protect Workers from Airborne Infections","NIOSH","9301136","6/18/2016 12:00:00 AM","PAR-10-188","3R01OH009050-09S1","3","R01","OH","009050","09","S","LIOCE, MARIA","8/1/2006 12:00:00 AM","7/31/2017 12:00:00 AM","SOH"," ","7867056","NARDELL, EDWARD A.","Not Applicable","07","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2015 12:00:00 AM","7/31/2016 12:00:00 AM","262","Non-SBIR/STTR","2013","505603"," ","NIOSH","426385","79218"," ","505603",
"No NIH Category available"," ","Testing Interventions to Human-Generated Occupational Airborne Infections","NIOSH","7226360","8/23/2006 12:00:00 AM","RFA-OH-06-002","1R01OH009050-01","1","R01","OH","009050","01"," ","KARR, JOAN","8/1/2006 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-BBK(56)R"," ","7867056","NARDELL, EDWARD A.","Not Applicable","08","Unavailable","030811269","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","8/1/2006 12:00:00 AM","7/31/2007 12:00:00 AM","262","Non-SBIR/STTR","2006","263700"," ","NIOSH"," "," "," ","263700",
"No NIH Category available"," ","World Trade Center Health Program Outreach and Education Plan","NIOSH","8549787","7/31/2013 12:00:00 AM","RFA-OH-12-1201","5E11OH010454-02","5","E11","OH","010454","02"," ","KUBALE, TRAVIS","9/1/2012 12:00:00 AM","8/31/2014 12:00:00 AM","ZOH1-NXT(50)"," ","9732619","NATURALE, APRIL ","Not Applicable","11","Unavailable","072648579","US","38.872029","-77.264554","1644201","ICF, INC., LLC","FAIRFAX","VA","Domestic For-Profits","220316050","UNITED STATES","N","9/1/2013 12:00:00 AM","8/31/2014 12:00:00 AM","262","Other","2013","305145"," ","NIOSH","276352","72565"," ","305145",
"No NIH Category available"," ","World Trade Center Health Program Outreach and Education Plan","NIOSH","8509140","9/21/2012 12:00:00 AM","RFA-OH-12-1201","1E11OH010454-01","1","E11","OH","010454","01"," ","KUBALE, TRAVIS","9/1/2012 12:00:00 AM","8/31/2014 12:00:00 AM","ZOH1-NXT(50)"," ","9732619","NATURALE, APRIL ","Not Applicable","11","Unavailable","072648579","US","38.872029","-77.264554","1644201","ICF, INC., LLC","FAIRFAX","VA","Domestic For-Profits","220316050","UNITED STATES","N","9/1/2012 12:00:00 AM","8/31/2013 12:00:00 AM","262","Other","2012","148914"," ","NIOSH","108910","40004"," ","148914",
"No NIH Category available"," ","Development of a US/Canadian Job Exposure Matrix for Noise","NIOSH","8734279","6/9/2014 12:00:00 AM","PAR-12-252","5R21OH010482-02","5","R21","OH","010482","02"," ","INSERRA, STEVE","9/1/2013 12:00:00 AM","8/31/2017 12:00:00 AM","SOH"," ","9618469","NEITZEL, RICHARD L","Not Applicable","12","PUBLIC HEALTH & PREV MEDICINE","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF PUBLIC HEALTH","481091276","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2017 12:00:00 AM","262","Non-SBIR/STTR","2014","221110"," ","NIOSH","200099","86445"," ","221110",
"No NIH Category available"," ","Development of a US/Canadian Job Exposure Matrix for Noise","NIOSH","8565750","9/12/2013 12:00:00 AM","PAR-12-252","1R21OH010482-01","1","R21","OH","010482","01"," ","INSERRA, STEVE","9/1/2013 12:00:00 AM","8/31/2015 12:00:00 AM","SOH"," ","9618469","NEITZEL, RICHARD L","Not Applicable","12","PUBLIC HEALTH & PREV MEDICINE","073133571","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF PUBLIC HEALTH","481091276","UNITED STATES","N","9/1/2013 12:00:00 AM","8/31/2014 12:00:00 AM","262","Non-SBIR/STTR","2013","182588"," ","NIOSH","125000","57588"," ","182588",
"No NIH Category available","computer program /software;computer system design /evaluation;field study;industry;injury prevention;occupational health /safety;work site","SalusLink: Field testing, development and evaluation","NIOSH","7107447","7/25/2006 12:00:00 AM"," ","1R43OH008478-01A1","1","R43","OH","008478","01","A","BOARD, SUSAN","8/1/2006 12:00:00 AM","10/31/2009 12:00:00 AM","Special Emphasis Panel[ZRG1-HOP-H(11)B]"," ","8078314","NELSON, JEFFREY S","Not Applicable","03","Unavailable","879292167","US","29.67667","-82.340932","10004826","CONCEPTUAL ARTS, INC.","GAINESVILLE","FL","Domestic For-Profits","326044608","UNITED STATES","N","8/1/2006 12:00:00 AM","10/31/2009 12:00:00 AM","262","SBIR/STTR","2006","98425"," ","ODCDC"," "," "," ","98425",
"No NIH Category available"," ","Retrospective Assessment of Military Occupations & Neurodegenerative Diseases","NIOSH","7979138","8/24/2010 12:00:00 AM","PAR-09-139","1R21OH009914-01","1","R21","OH","009914","01"," ","KARR, JOAN","9/1/2010 12:00:00 AM","8/31/2012 12:00:00 AM","SOH"," ","1876984","NELSON, LORENE M","Not Applicable","18","INTERNAL MEDICINE/MEDICINE","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","9/1/2010 12:00:00 AM","8/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2010","240000"," ","NIOSH"," "," "," ","240000",
"No NIH Category available"," ","Retrospective Assessment of Military Occupations & Neurodegenerative Diseases","NIOSH","8134756","6/29/2011 12:00:00 AM","PAR-09-139","5R21OH009914-02","5","R21","OH","009914","02"," ","KARR, JOAN","9/1/2010 12:00:00 AM","8/31/2014 12:00:00 AM","SOH"," ","1876984","NELSON, LORENE M","Not Applicable","18","INTERNAL MEDICINE/MEDICINE","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","9/1/2011 12:00:00 AM","8/31/2014 12:00:00 AM","262","Non-SBIR/STTR","2011","192000"," ","NIOSH"," "," "," ","192000",
"No NIH Category available"," ","Innovative Training Experiences for Occupational Medicine Residents in Non-Urban and Agricultural Settings","NIOSH","9527072","6/21/2018 12:00:00 AM","PAR-10-288","5T03OH009221-12","5","T03","OH","009221","12"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(53)"," ","15184761","NESSIM, DALIA E","Not Applicable","01","NONE","800772337","US","32.415607","-95.211889","578420","UNIVERSITY OF TEXAS HLTH CTR AT TYLER","TYLER","TX","OVERALL MEDICAL","757083154","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","957","Other","2018","174131"," ","NIOSH"," "," "," ","174131",
"No NIH Category available"," ","Innovative Training Experiences for Occupational Medicine Residents in Non-Urban and Agricultural Settings","NIOSH","9732384","4/24/2019 12:00:00 AM","PAR-10-288","5T03OH009221-13","5","T03","OH","009221","13"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(53)"," ","15184761","NESSIM, DALIA E","Not Applicable","01","NONE","800772337","US","32.415607","-95.211889","578420","UNIVERSITY OF TEXAS HLTH CTR AT TYLER","TYLER","TX","OVERALL MEDICAL","757083154","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","174131"," ","NIOSH"," "," "," ","174131",
"No NIH Category available"," ","Innovative Training Experiences for Occupational Medicine Residents in Non-Urban and Agricultural Settings","NIOSH","9281553","7/12/2017 12:00:00 AM","PAR-10-288","5T03OH009221-11","5","T03","OH","009221","11"," ","MAPLES, ELIZABETH","7/1/2007 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-DYB(53)"," ","15184761","NESSIM, DALIA E","Not Applicable","01","NONE","800772337","US","32.415607","-95.211889","578420","UNIVERSITY OF TEXAS HLTH CTR AT TYLER","TYLER","TX","OVERALL MEDICAL","757083154","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Other","2017","174131"," ","NIOSH","161232","12899"," ","174131",
"No NIH Category available"," ","Innovative Training Experiences for Occ Med Residents in Non-urban & Ag Settings","NIOSH","10045283","7/23/2020 12:00:00 AM","PAR-15-352","2T03OH009221-14","2","T03","OH","009221","14"," ","MAPLES, ELIZABETH","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","ZOH1-EHG(01)"," ","15184761","NESSIM, DALIA E","Not Applicable","01","NONE","800772337","US","32.415607","-95.211889","578420","UNIVERSITY OF TEXAS HLTH CTR AT TYLER","TYLER","TX","OVERALL MEDICAL","757083154","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2020","249834"," ","NIOSH"," "," "," ","249834",
"No NIH Category available"," ","Innovative Training Experiences for Occ Med Residents in Non-urban & Ag Settings","NIOSH","10223855","6/17/2021 12:00:00 AM","PAR-15-352","5T03OH009221-15","5","T03","OH","009221","15"," ","MAPLES, ELIZABETH","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","ZOH1-EHG(01)"," ","15184761","NESSIM, DALIA E","Not Applicable","01","NONE","800772337","US","32.415607","-95.211889","578420","UNIVERSITY OF TEXAS HLTH CTR AT TYLER","TYLER","TX","OVERALL MEDICAL","757083154","UNITED STATES","N","7/1/2021 12:00:00 AM","6/30/2022 12:00:00 AM","262","Other","2021","249834"," ","NIOSH"," "," "," ","249834",
"No NIH Category available"," ","Occupational Injury Among Personal Assistance Workers","NIOSH","7491587","7/16/2008 12:00:00 AM","PA-04-038","5R01OH008759-02","5","R01","OH","008759","02"," ","KUMAR, LATA","9/1/2007 12:00:00 AM","8/31/2010 12:00:00 AM","SOH"," ","6136222","NEWCOMER, ROBERT J.","Not Applicable","12","OTHER HEALTH PROFESSIONS","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF NURSING","941430962","UNITED STATES","N","9/1/2008 12:00:00 AM","8/31/2010 12:00:00 AM","262","Non-SBIR/STTR","2008","411960"," ","NIOSH"," "," "," ","411960",
"No NIH Category available"," ","Occupational Injury Among Personal Assistance Workers","NIOSH","7319410","8/29/2007 12:00:00 AM","PA-04-038","1R01OH008759-01A1","1","R01","OH","008759","01","A","ROBISON, WILLIAM","9/1/2007 12:00:00 AM","8/31/2009 12:00:00 AM","SOH"," ","6136222","NEWCOMER, ROBERT J.","Not Applicable","12","OTHER HEALTH PROFESSIONS","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF NURSING","941430962","UNITED STATES","N","9/1/2007 12:00:00 AM","8/31/2008 12:00:00 AM","262","Non-SBIR/STTR","2007","409620"," ","NIOSH"," "," "," ","409620",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","9732356","5/23/2019 12:00:00 AM","PAR-10-217","5T42OH009229-13","5","T42","OH","009229","13"," "," ","7/1/2015 12:00:00 AM","6/30/2020 12:00:00 AM","ZOH1-GGB(56)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","1738541"," ","NIOSH"," "," "," ","1738541",
"No NIH Category available"," ","Understanding Small Enterprises (USE) 2017 Conference","NIOSH","9258724","11/25/2016 12:00:00 AM","PAR-14-229","1U13OH011296-01","1","U13","OH","011296","01"," ","DEARWENT, STEVE","12/1/2016 12:00:00 AM","11/30/2017 12:00:00 AM","SOH"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","12/1/2016 12:00:00 AM","11/30/2017 12:00:00 AM","262","Other Research-Related","2017","60000"," ","NIOSH","60000"," "," ","60000",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","7287955","7/30/2007 12:00:00 AM","PAR-06-485","1T42OH009229-01","1","T42","OH","009229","01"," ","TALTY, JOHN","7/1/2007 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","AURORA","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2007 12:00:00 AM","6/30/2008 12:00:00 AM","262","Other","2007","1147000"," ","NIOSH"," "," "," ","1147000",
"No NIH Category available"," ","Center for Health, Work & Environment","NIOSH","9545577","7/23/2018 12:00:00 AM","PAR-15-361","5U19OH011227-03","5","U19","OH","011227","03"," "," ","9/1/2016 12:00:00 AM","8/31/2021 12:00:00 AM","ZOH1-NXT(52)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","9/1/2018 12:00:00 AM","8/30/2019 12:00:00 AM","262","Non-SBIR/STTR","2018","1067046"," ","NIOSH"," "," "," ","1067046",
"No NIH Category available"," ","Center for Health, Work & Environment","NIOSH","9341207","8/15/2017 12:00:00 AM","PAR-15-361","5U19OH011227-02","5","U19","OH","011227","02"," ","LIOCE, MARIA","9/1/2016 12:00:00 AM","8/31/2021 12:00:00 AM","ZOH1-NXT(52)"," ","1861577","NEWMAN, LEE S","Not Applicable","06","PUBLIC HEALTH & PREV MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF PUBLIC HEALTH","800452571","UNITED STATES","N","9/1/2017 12:00:00 AM","8/31/2018 12:00:00 AM","262","Non-SBIR/STTR","2017","1067463"," ","NIOSH","699990","367473"," ","1067463",
"No NIH Category available"," ","Mountain and Plains Education and Research Center","NIOSH","8121408","8/5/2011 12:00:00 AM","PAR-06-485","5T42OH009229-05","5","T42","OH","009229","05"," ","NEWHALL, JIM","7/1/2007 12:00:00 AM","6/30/2015 12:00:00 AM","ZOH1-EEO(50)R"," ","1861577","NEWMAN, LEE S","Not Applicable","06","INTERNAL MEDICINE/MEDICINE","041096314","US","39.708143","-104.724958","1199905","UNIVERSITY OF COLORADO DENVER","Aurora","CO","SCHOOLS OF MEDICINE","800452571","UNITED STATES","N","7/1/2011 12:00:00 AM","6/30/2012 12:00:00 AM","262","Other","2011","1553000"," ","NIOSH"," "," "," ","1553000",
